Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
5'UTR	chr14	065666377	065667008	uc007ujn.2	Scara5	+	+0290	Mus musculus scavenger receptor class A, member 5 (putative) (Scara5), transcript variant 1, mRNA.	NA	NA
Intron	chr14	065715728	065721091	uc007ujn.2	Scara5	+	+52007	Mus musculus scavenger receptor class A, member 5 (putative) (Scara5), transcript variant 1, mRNA.	NA	NA
Intron	chr14	065715728	065721091	uc007ujn.2	Scara5	+	+52007	Mus musculus scavenger receptor class A, member 5 (putative) (Scara5), transcript variant 1, mRNA.	NA	NA
Intron	chr14	065741853	065742199	uc007ujn.2	Scara5	+	+75624	Mus musculus scavenger receptor class A, member 5 (putative) (Scara5), transcript variant 1, mRNA.	NA	NA
Intron	chr14	065833111	065833900	uc007ujp.2	Esco2	-	+0464	Mus musculus establishment of cohesion 1 homolog 2 (S. cerevisiae) (Esco2), mRNA.	NA	NA
Intron	chr14	065836958	065838738	uc007ujq.1	Ccdc25	+	+0547	Mus musculus coiled-coil domain containing 25 (Ccdc25), mRNA.	NA	NA
Intron	chr14	065851418	065852665	uc007ujq.1	Ccdc25	+	+14740	Mus musculus coiled-coil domain containing 25 (Ccdc25), mRNA.	NA	NA
Intron	chr14	065853173	065856516	uc007ujq.1	Ccdc25	+	+17543	Mus musculus coiled-coil domain containing 25 (Ccdc25), mRNA.	NA	NA
Intron	chr14	065863777	065864147	uc007ujq.1	Ccdc25	+	+26661	Mus musculus coiled-coil domain containing 25 (Ccdc25), mRNA.	NA	NA
Intron	chr14	065967574	065971835	uc007ujs.2	Clu	+	+1222	Mus musculus clusterin (Clu), mRNA.	NA	NA
Intron	chr14	065977031	065978587	uc007ujs.2	Clu	+	+9327	Mus musculus clusterin (Clu), mRNA.	NA	NA
Intron	chr14	066004681	066006056	uc007ujt.1	Gulo	-	+3842	Mus musculus gulonolactone (L-) oxidase (Gulo), mRNA.	NA	NA
Intron	chr14	066007790	066009560	uc007ujt.1	Gulo	-	+0535	Mus musculus gulonolactone (L-) oxidase (Gulo), mRNA.	NA	NA
Upstream	chr14	066013849	066014149	uc007ujt.1	Gulo	-	-4789	Mus musculus gulonolactone (L-) oxidase (Gulo), mRNA.	NA	NA
Downstream	chr14	066082927	066084548	uc007ujw.1	Ephx2	-	+40763	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066086285	066091552	uc007ujw.1	Ephx2	-	+35582	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066101238	066102134	uc007ujw.1	Ephx2	-	+22814	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066103918	066107936	uc007ujw.1	Ephx2	-	+18573	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066103918	066107936	uc007ujw.1	Ephx2	-	+18573	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066103918	066107936	uc007ujw.1	Ephx2	-	+18573	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066109785	066113550	uc007ujw.1	Ephx2	-	+12833	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066109785	066113550	uc007ujw.1	Ephx2	-	+12833	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066113951	066115098	uc007ujw.1	Ephx2	-	+9976	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066117364	066119062	uc007ujw.1	Ephx2	-	+6287	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066120685	066122243	uc007ujw.1	Ephx2	-	+3036	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066122665	066124530	uc007ujw.1	Ephx2	-	+0903	Mus musculus epoxide hydrolase 2, cytoplasmic (Ephx2), mRNA.	NA	NA
Intron	chr14	066139310	066143185	uc007ujx.1	Chrna2	+	+0288	Mus musculus cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) (Chrna2), mRNA.	NA	NA
Intron	chr14	066145036	066145410	uc007ujx.1	Chrna2	+	+4264	Mus musculus cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) (Chrna2), mRNA.	NA	NA
Intron	chr14	066145959	066148444	uc007ujx.1	Chrna2	+	+6242	Mus musculus cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) (Chrna2), mRNA.	NA	NA
Intron	chr14	066263477	066265357	uc007ujz.2	Ptk2b	-	+16635	Mus musculus PTK2 protein tyrosine kinase 2 beta (Ptk2b), transcript variant 2, mRNA.	NA	NA
Intron	chr14	066266274	066267000	uc007ujz.2	Ptk2b	-	+14415	Mus musculus PTK2 protein tyrosine kinase 2 beta (Ptk2b), transcript variant 2, mRNA.	NA	NA
Intron	chr14	066267929	066268359	uc007ujz.2	Ptk2b	-	+12908	Mus musculus PTK2 protein tyrosine kinase 2 beta (Ptk2b), transcript variant 2, mRNA.	NA	NA
Intron	chr14	066271317	066271607	uc007ujz.2	Ptk2b	-	+9590	Mus musculus PTK2 protein tyrosine kinase 2 beta (Ptk2b), transcript variant 2, mRNA.	NA	NA
Intron	chr14	066279819	066280978	uc007ujz.2	Ptk2b	-	+0654	Mus musculus PTK2 protein tyrosine kinase 2 beta (Ptk2b), transcript variant 2, mRNA.	NA	NA
Exon/CD	chr14	066296634	066298033	uc007ukd.1	Trim35	+	+0309	Mus musculus tripartite motif-containing 35 (Trim35), mRNA.	NA	NA
Intron	chr14	066635335	066637113	uc029sky.1	Adra1a	+	+0967	Mus musculus adrenergic receptor, alpha 1a (Adra1a), mRNA.	NA	NA
Intron	chr14	066653250	066661356	uc029sky.1	Adra1a	+	+22046	Mus musculus adrenergic receptor, alpha 1a (Adra1a), mRNA.	NA	NA
Intron	chr14	066671822	066673608	uc029sky.1	Adra1a	+	+37458	Mus musculus adrenergic receptor, alpha 1a (Adra1a), mRNA.	NA	NA
Intron	chr14	066844416	066848407	uc007uko.1	Dpysl2	-	+22189	Mus musculus dihydropyrimidinase-like 2 (Dpysl2), mRNA.	NA	NA
Intron	chr14	066844416	066848407	uc007uko.1	Dpysl2	-	+22189	Mus musculus dihydropyrimidinase-like 2 (Dpysl2), mRNA.	NA	NA
Intron	chr14	066844416	066848407	uc007uko.1	Dpysl2	-	+22189	Mus musculus dihydropyrimidinase-like 2 (Dpysl2), mRNA.	NA	NA
Intron	chr14	066844416	066848407	uc007uko.1	Dpysl2	-	+22189	Mus musculus dihydropyrimidinase-like 2 (Dpysl2), mRNA.	NA	NA
5'UTR	chr14	066867341	066869740	uc007uko.1	Dpysl2	-	+0060	Mus musculus dihydropyrimidinase-like 2 (Dpysl2), mRNA.	NA	NA
Intron	chr14	067007367	067008869	uc007uks.2	Bnip3l	-	+0759	Mus musculus BCL2/adenovirus E1B interacting protein 3-like (Bnip3l), mRNA.	NA	NA
5'UTR	chr14	067071694	067072938	uc007uku.3	Ppp2r2a	-	+0155	Mus musculus protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform (Ppp2r2a), transcript variant 1, mRNA.	NA	NA
Intron	chr14	067714849	067715726	uc007ulb.2	Cdca2	-	+0554	Mus musculus cell division cycle associated 2 (Cdca2), transcript variant 2, mRNA.	NA	NA
Intron	chr14	067716131	067717065	uc011znv.1	Kctd9	+	+0501	Mus musculus potassium channel tetramerisation domain containing 9 (Kctd9), transcript variant 1, mRNA.	NA	NA
Intron	chr14	067932337	067934086	uc007ull.1	Dock5	-	+0361	Mus musculus dedicator of cytokinesis 5 (Dock5), mRNA.	NA	NA
Exon/CD	chr14	069174568	069175175	uc007umc.2	Nkx2-6	+	+3070	Mus musculus NK2 transcription factor related, locus 6 (Drosophila) (Nkx2-6), mRNA.	NA	NA
Downstream	chr14	069240491	069242240	uc029sla.1	Slc25a37	-	+43738	Mus musculus solute carrier family 25, member 37 (Slc25a37), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr14	069250309	069251879	uc029sla.1	Slc25a37	-	+34009	Mus musculus solute carrier family 25, member 37 (Slc25a37), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr14	069707051	069707597	uc007umq.2	R3hcc1	-	+0256	Mus musculus R3H domain and coiled-coil containing 1 (R3hcc1), mRNA.	NA	NA
Intron	chr14	069728986	069729674	uc007ums.2	Chmp7	-	+3240	Mus musculus charged multivesicular body protein 7 (Chmp7), mRNA.	NA	NA
3'UTR	chr14	069732004	069733907	uc007umt.1	AK133329	+	+0172	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930480K23 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr14	069805015	069805573	uc007umx.1	Rhobtb2	-	+19558	Mus musculus Rho-related BTB domain containing 2 (Rhobtb2), mRNA.	NA	NA
Intron	chr14	070051459	070052521	uc007una.1	Pebp4	+	+211571	Mus musculus phosphatidylethanolamine binding protein 4 (Pebp4), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070055427	070058743	uc007una.1	Pebp4	+	+216666	Mus musculus phosphatidylethanolamine binding protein 4 (Pebp4), transcript variant 1, mRNA.	NA	NA
5'UTR	chr14	070099714	070100617	uc007une.1	Bin3	+	+0021	Mus musculus bridging integrator 3 (Bin3), mRNA.	NA	NA
Intron	chr14	070153065	070154146	uc007unf.1	2610301G19Rik	-	+0186	Mus musculus RIKEN cDNA 2610301G19 gene (2610301G19Rik), mRNA.	NA	NA
Upstream	chr14	070158984	070161293	uc007ung.2	9930012K11Rik	-	-0636	Mus musculus RIKEN cDNA 9930012K11 gene (9930012K11Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070175729	070177051	uc007uni.1	Pdlim2	-	+1282	Mus musculus PDZ and LIM domain 2 (Pdlim2), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr14	070191401	070192777	uc007unm.1	Sorbs3	-	+19900	Mus musculus sorbin and SH3 domain containing 3 (Sorbs3), mRNA.	NA	NA
Intron	chr14	070202942	070213240	uc007unm.1	Sorbs3	-	+3898	Mus musculus sorbin and SH3 domain containing 3 (Sorbs3), mRNA.	NA	NA
Intron	chr14	070202942	070213240	uc007unm.1	Sorbs3	-	+3898	Mus musculus sorbin and SH3 domain containing 3 (Sorbs3), mRNA.	NA	NA
5'UTR	chr14	070289008	070289713	uc007unp.1	Ppp3cc	-	+0089	Mus musculus protein phosphatase 3, catalytic subunit, gamma isoform (Ppp3cc), mRNA.	NA	NA
Intron	chr14	070329784	070336458	uc007unu.1	Slc39a14	-	+18303	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070329784	070336458	uc007unu.1	Slc39a14	-	+18303	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070329784	070336458	uc007unu.1	Slc39a14	-	+18303	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070336764	070345638	uc007unu.1	Slc39a14	-	+10223	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070345942	070355407	uc007unu.1	Slc39a14	-	+0750	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070345942	070355407	uc007unu.1	Slc39a14	-	+0750	Mus musculus solute carrier family 39 (zinc transporter), member 14 (Slc39a14), transcript variant 1, mRNA.	NA	NA
5'UTR	chr14	070442743	070444047	uc007unz.2	Polr3d	-	+0076	Mus musculus polymerase (RNA) III (DNA directed) polypeptide D (Polr3d), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070500218	070501749	uc007uoc.2	Bmp1	-	+19277	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070505572	070507109	uc007uoc.2	Bmp1	-	+13920	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070505572	070507109	uc007uoc.2	Bmp1	-	+13920	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070507722	070510372	uc007uoc.2	Bmp1	-	+11213	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070515209	070515711	uc007uoc.2	Bmp1	-	+4800	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr14	070519061	070520726	uc007uoc.2	Bmp1	-	+0367	Mus musculus bone morphogenetic protein 1 (Bmp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	070545278	070546294	uc007uoi.2	Reep4	+	+0536	Mus musculus receptor accessory protein 4 (Reep4), mRNA.	NA	NA
Upstream	chr14	070574310	070578968	uc007uok.1	Nudt18	+	-1207	Mus musculus nudix (nucleoside diphosphate linked moiety X)-type motif 18 (Nudt18), mRNA.	NA	NA
Intron	chr14	070598958	070600038	uc007uol.2	Fam160b2	-	+0337	Mus musculus family with sequence similarity 160, member B2 (Fam160b2), mRNA.	NA	NA
Intron	chr14	070699580	070699811	uc007uou.1	Xpo7	-	+66933	Mus musculus exportin 7 (Xpo7), mRNA.	NA	NA
Intron	chr14	070737284	070737484	uc007uou.1	Xpo7	-	+29244	Mus musculus exportin 7 (Xpo7), mRNA.	NA	NA
Intron	chr14	070762556	070762905	uc007uou.1	Xpo7	-	+3898	Mus musculus exportin 7 (Xpo7), mRNA.	NA	NA
Intron	chr14	070763312	070763811	uc007uou.1	Xpo7	-	+3067	Mus musculus exportin 7 (Xpo7), mRNA.	NA	NA
Upstream	chr14	070765846	070768365	uc007uou.1	Xpo7	-	-0477	Mus musculus exportin 7 (Xpo7), mRNA.	NA	NA
Intron	chr14	070774519	070775502	uc007uoy.1	Dok2	+	+0630	Mus musculus docking protein 2 (Dok2), mRNA.	NA	NA
Intron	chr14	072599201	072604459	uc007upg.1	Fndc3a	-	+108173	Mus musculus fibronectin type III domain containing 3A (Fndc3a), mRNA.	NA	NA
Intron	chr14	072599201	072604459	uc007upg.1	Fndc3a	-	+108173	Mus musculus fibronectin type III domain containing 3A (Fndc3a), mRNA.	NA	NA
5'UTR	chr14	072709328	072710631	uc007upg.1	Fndc3a	-	+0024	Mus musculus fibronectin type III domain containing 3A (Fndc3a), mRNA.	NA	NA
5'UTR	chr14	073141970	073144349	uc007upn.2	Rcbtb2	+	+0375	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073147696	073148055	uc007upn.2	Rcbtb2	+	+5091	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073158787	073160108	uc007upn.2	Rcbtb2	+	+16663	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Exon/CD	chr14	073160790	073163353	uc007upn.2	Rcbtb2	+	+19287	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Exon/CD	chr14	073160790	073163353	uc007upn.2	Rcbtb2	+	+19287	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073169261	073169836	uc007upn.2	Rcbtb2	+	+26764	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073170142	073174331	uc007upn.2	Rcbtb2	+	+29452	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073170142	073174331	uc007upn.2	Rcbtb2	+	+29452	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073176567	073180989	uc007upn.2	Rcbtb2	+	+35994	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Intron	chr14	073176567	073180989	uc007upn.2	Rcbtb2	+	+35994	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA.	NA	NA
Upstream	chr14	073208654	073211905	uc011zol.1	Mir687	-	-3428	Mus musculus microRNA 687 (Mir687), microRNA.	NA	NA
Exon/CD	chr14	073237306	073240306	uc007upq.2	Lpar6	+	+0916	Mus musculus lysophosphatidic acid receptor 6 (Lpar6), mRNA.	NA	NA
Intron	chr14	073373790	073376294	uc007upt.1	Itm2b	-	+10229	Mus musculus integral membrane protein 2B (Itm2b), mRNA.	NA	NA
Intron	chr14	073376670	073377857	uc007upt.1	Itm2b	-	+8008	Mus musculus integral membrane protein 2B (Itm2b), mRNA.	NA	NA
Upstream	chr14	073381377	073389930	uc007upt.1	Itm2b	-	-0382	Mus musculus integral membrane protein 2B (Itm2b), mRNA.	NA	NA
Upstream	chr14	073381377	073389930	uc007upt.1	Itm2b	-	-0382	Mus musculus integral membrane protein 2B (Itm2b), mRNA.	NA	NA
Upstream	chr14	073505873	073507247	uc007upu.1	Med4	+	-3488	Mus musculus mediator of RNA polymerase II transcription, subunit 4 homolog (yeast) (Med4), mRNA.	NA	NA
Upstream	chr14	073507966	073508323	uc007upu.1	Med4	+	-1904	Mus musculus mediator of RNA polymerase II transcription, subunit 4 homolog (yeast) (Med4), mRNA.	NA	NA
Intron	chr14	073510056	073510423	uc007upu.1	Med4	+	+0191	Mus musculus mediator of RNA polymerase II transcription, subunit 4 homolog (yeast) (Med4), mRNA.	NA	NA
Intron	chr14	073524531	073525369	uc007upv.1	Nudt15	-	+23292	Mus musculus nudix (nucleoside diphosphate linked moiety X)-type motif 15 (Nudt15), mRNA.	NA	NA
Upstream	chr14	073550649	073551016	uc007upy.1	Sucla2	+	-1953	Mus musculus succinate-Coenzyme A ligase, ADP-forming, beta subunit (Sucla2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr14	073552101	073553447	uc007upy.1	Sucla2	+	-0011	Mus musculus succinate-Coenzyme A ligase, ADP-forming, beta subunit (Sucla2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr14	074730178	074733894	uc007uqd.1	Esd	+	-0308	Mus musculus esterase D/formylglutathione hydrolase (Esd), mRNA.	NA	NA
Intron	chr14	074864584	074866614	uc007uqf.1	Lrch1	-	+82278	Mus musculus leucine-rich repeats and calponin homology (CH) domain containing 1 (Lrch1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	074946087	074948451	uc007uqf.1	Lrch1	-	+0608	Mus musculus leucine-rich repeats and calponin homology (CH) domain containing 1 (Lrch1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	075016054	075016758	uc007uqk.1	5031414D18Rik	+	+0380	Mus musculus RIKEN cDNA 5031414D18 gene (5031414D18Rik), mRNA.	NA	NA
5'UTR	chr14	075130531	075132674	uc007uqm.2	Lcp1	+	+0480	Mus musculus lymphocyte cytosolic protein 1 (Lcp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	075150995	075151954	uc007uqm.2	Lcp1	+	+20352	Mus musculus lymphocyte cytosolic protein 1 (Lcp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	075178352	075180087	uc007uqm.2	Lcp1	+	+48097	Mus musculus lymphocyte cytosolic protein 1 (Lcp1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	075241816	075243615	uc007uqq.2	Cpb2	+	+0429	Mus musculus carboxypeptidase B2 (plasma) (Cpb2), mRNA.	NA	NA
Intron	chr14	075249430	075251053	uc007uqq.2	Cpb2	+	+7955	Mus musculus carboxypeptidase B2 (plasma) (Cpb2), mRNA.	NA	NA
Intron	chr14	075249430	075251053	uc007uqq.2	Cpb2	+	+7955	Mus musculus carboxypeptidase B2 (plasma) (Cpb2), mRNA.	NA	NA
Upstream	chr14	075283746	075284879	uc007uqs.1	Zc3h13	+	-0060	Mus musculus zinc finger CCCH type containing 13 (Zc3h13), mRNA.	NA	NA
Intron	chr14	075337197	075338979	uc007uqs.1	Zc3h13	+	+53716	Mus musculus zinc finger CCCH type containing 13 (Zc3h13), mRNA.	NA	NA
Exon/CD	chr14	075753882	075754974	uc007uqw.1	Cog3	-	+0065	Mus musculus component of oligomeric golgi complex 3 (Cog3), mRNA.	NA	NA
Intron	chr14	075785484	075788081	uc007uqx.1	Slc25a30	-	+0255	Mus musculus solute carrier family 25, member 30 (Slc25a30), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Downstream	chr14	075841555	075842599	uc029sly.1	Gm4285	-	+2887	Mus musculus predicted gene 4285 (Gm4285), non-coding RNA.	NA	NA
Upstream	chr14	075844051	075846419	uc007uqz.2	Tpt1	+	-0020	Mus musculus tumor protein, translationally-controlled 1 (Tpt1), mRNA.	NA	NA
Upstream	chr14	076110352	076111418	uc007ure.1	Nufip1	+	-0005	Mus musculus nuclear fragile X mental retardation protein interacting protein 1 (Nufip1), mRNA.	NA	NA
Upstream	chr14	076413922	076414441	uc007urh.1	mKIAA1994	+	-0779	Mus musculus mRNA for mKIAA1994 protein.	NA	NA
5'UTR	chr14	076414802	076415969	uc007urh.1	mKIAA1994	+	+0425	Mus musculus mRNA for mKIAA1994 protein.	NA	NA
Intron	chr14	076487465	076488762	uc007uri.2	Tsc22d1	+	+72293	Mus musculus TSC22 domain family, member 1 (Tsc22d1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	076503996	076506809	uc007uri.2	Tsc22d1	+	+89582	Mus musculus TSC22 domain family, member 1 (Tsc22d1), transcript variant 1, mRNA.	NA	NA
Intron	chr14	076536706	076537379	uc007urn.2	Serp2	-	+19847	Mus musculus stress-associated endoplasmic reticulum protein family member 2 (Serp2), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr14	076681323	076681819	uc007urp.2	1700108F19Rik	+	+4004	Mus musculus RIKEN cDNA 1700108F19 gene (1700108F19Rik), non-coding RNA.	NA	NA
Intron	chr14	077033190	077037803	uc007urq.1	9030625A04Rik	-	+1121	Mus musculus RIKEN cDNA 9030625A04 gene (9030625A04Rik), mRNA.	NA	NA
Intron	chr14	077033190	077037803	uc007urq.1	9030625A04Rik	-	+1121	Mus musculus RIKEN cDNA 9030625A04 gene (9030625A04Rik), mRNA.	NA	NA
Intron	chr14	077490456	077491426	uc007urz.2	Enox1	+	+334179	Mus musculus ecto-NOX disulfide-thiol exchanger 1 (Enox1), transcript variant 1, mRNA.	NA	NA
Upstream	chr14	077874374	077875480	uc007usc.1	Dnajc15	-	-0010	Mus musculus DnaJ (Hsp40) homolog, subfamily C, member 15 (Dnajc15), mRNA.	NA	NA
Upstream	chr14	078536353	078537961	uc007usi.2	Akap11	-	-0297	Mus musculus A kinase (PRKA) anchor protein 11 (Akap11), mRNA.	NA	NA
Upstream	chr14	078724891	078725703	uc007uso.1	Dgkh	-	-0208	Mus musculus diacylglycerol kinase, eta (Dgkh), transcript variant 1, mRNA.	NA	NA
Intron	chr14	078848108	078852939	uc007usq.2	1300010F03Rik	+	+1346	Mus musculus RIKEN cDNA 1300010F03 gene (1300010F03Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr14	078853293	078853606	uc007usq.2	1300010F03Rik	+	+4272	Mus musculus RIKEN cDNA 1300010F03 gene (1300010F03Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr14	078895894	078896228	uc007usq.2	1300010F03Rik	+	+46884	Mus musculus RIKEN cDNA 1300010F03 gene (1300010F03Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr14	079047741	079048600	uc007usq.2	1300010F03Rik	+	+198993	Mus musculus RIKEN cDNA 1300010F03 gene (1300010F03Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr14	079389646	079391322	uc007usv.1	Naa16	-	+0184	Mus musculus N(alpha)-acetyltransferase 16, NatA auxiliary subunit (Naa16), mRNA.	NA	NA
5'UTR	chr14	079397588	079398380	uc007usx.2	Mtrf1	+	+0213	Mus musculus mitochondrial translational release factor 1 (Mtrf1), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
5'UTR	chr14	079426433	079426811	uc007usy.1	Kbtbd7	+	+0112	Mus musculus kelch repeat and BTB (POZ) domain containing 7 (Kbtbd7), mRNA.	NA	NA
